First team,Second team,Probability First Team Wins
team1,team2,0.545873410155468
team1,team3,0.5075066160337935
team1,team4,0.5094693942277507
team1,team5,0.5221867335455991
team1,team6,0.5203135525366298
team1,team7,0.5513431072002014
team1,team8,0.5612615237594102
team1,team9,0.5308139549017288
team1,team10,0.5026289091495042
team1,team11,0.5305632009332562
team1,team12,0.5907458676311289
team1,team13,0.5225357723188236
team1,team14,0.5063149567416856
team1,team15,0.6030766805015805
team1,team16,0.48670098428483016
team1,team17,0.5532271243016107
team1,team18,0.5843189146731101
team1,team19,0.5284353710757181
team1,team20,0.5083220272536244
team1,team21,0.5567837273350139
team1,team22,0.4603741117169074
team1,team23,0.533768312813441
team1,team24,0.5795068502691753
team1,team25,0.5084992714352496
team1,team26,0.490668834495622
team1,team27,0.5179941014247417
team1,team28,0.6022634047676699
team1,team29,0.473900082315895
team1,team30,0.5273639217108368
team1,team31,0.4746172953195129
team1,team32,0.5760114837954279
team1,team33,0.5145682481732597
team1,team34,0.5022942739479919
team1,team35,0.5720735761184218
team1,team36,0.49809629904895925
team1,team37,0.5785696575932928
team1,team38,0.5243103002182714
team1,team39,0.5735465462669609
team1,team40,0.5503340528886699
team1,team41,0.508058146605603
team1,team42,0.5788655305142303
team1,team43,0.5729399736209778
team1,team44,0.5693160702215918
team1,team45,0.5587844090827698
team1,team46,0.5231937817150385
team1,team47,0.5721152046194428
team1,team48,0.5880751098954741
team1,team49,0.5096495853104955
team1,team50,0.498560799149707
team1,team51,0.5542652552569445
team1,team52,0.5417838172443519
team1,team53,0.4832515315727782
team1,team54,0.6070957597057964
team1,team55,0.5109310113652812
team1,team56,0.5728398188020841
team1,team57,0.5147726859951888
team1,team58,0.5679864689898299
team1,team59,0.47061895841748314
team1,team60,0.5422319380006588
team1,team61,0.5147830424155203
team1,team62,0.5554493575347088
team1,team63,0.533013316466836
team1,team64,0.588762313845842
team1,team65,0.5246566486969368
team1,team66,0.465032468671262
team1,team67,0.5847397597278067
team1,team68,0.5269972547404124
team2,team3,0.4615802859377508
team2,team4,0.463532619313563
team2,team5,0.4762164977913131
team2,team6,0.47434451392458843
team2,team7,0.505521717886985
team2,team8,0.5155630595126133
team2,team9,0.4848549119228638
team2,team10,0.4567346282931195
team2,team11,0.48460344453896187
team2,team12,0.5456322940195434
team2,team13,0.47656545632011155
team2,team14,0.46039565487693207
team2,team15,0.5583060663505338
team2,team16,0.4409716201879919
team2,team17,0.5074262450849094
team2,team18,0.539049680575177
team2,team19,0.4824704970616611
team2,team20,0.46239118697097925
team2,team21,0.5110251936651772
team2,team22,0.4151178877607534
team2,team23,0.48781942854046734
team2,team24,0.534131382907073
team2,team25,0.46256748293894057
team2,team26,0.44488978457618344
team2,team27,0.4720283343346258
team2,team28,0.5574683704491455
team2,team29,0.42836972166286835
team2,team30,0.4813971044520514
team2,team31,0.4290742265562787
team2,team32,0.5305643740334327
team2,team33,0.468610929353835
team2,team34,0.45640250991714293
team2,team35,0.5265513081516361
team2,team36,0.4522395724236383
team2,team37,0.5331745256528047
team2,team38,0.4783402706563941
team2,team39,0.5280517029179291
team2,team40,0.5045022251887508
team2,team41,0.4621287392974838
team2,team42,0.5334765706358656
team2,team43,0.5274337371885605
team2,team44,0.5237446699016592
team2,team45,0.513051782834269
team2,team46,0.47722343652234994
team2,team47,0.5265937004300717
team2,team48,0.5428949343203784
team2,team49,0.4637119221221146
team2,team50,0.45269988020870455
team2,team51,0.508476245872401
team2,team52,0.4958788096556866
team2,team53,0.43756998368124983
team2,team54,0.5624495704676011
team2,team55,0.46498737389725314
team2,team56,0.5273317146011547
team2,team57,0.4688147421504059
team2,team58,0.522392405995977
team2,team59,0.4251490870700843
team2,team60,0.4963300886301728
team2,team61,0.4688250673162151
team2,team62,0.5096743803731673
team2,team63,0.4870615284974585
team2,team64,0.5435990148012538
team2,team65,0.47868681046313866
team2,team66,0.4196744529002055
team2,team67,0.5394802359339909
team2,team68,0.4810298698885084
team3,team4,0.501963336434169
team3,team5,0.5146899037664427
team3,team6,0.5128147527864179
team3,team7,0.5439041761258889
team3,team8,0.5538539703239399
team3,team9,0.5233289235838247
team3,team10,0.49512190805451656
team3,team11,0.5230777634750851
team3,team12,0.5834666797315932
team3,team13,0.5150393329438252
team3,team14,0.49880811470758235
team3,team15,0.5958667748441905
team3,team16,0.4792026730899147
team3,team17,0.5457936967769851
team3,team18,0.5770072655470062
team3,team19,0.5209466395687052
team3,team20,0.5008156150265723
team3,team21,0.5493612729899877
team3,team22,0.4529235084843832
team3,team23,0.5262883516706885
team3,team24,0.5721725324140117
team3,team25,0.5009929087948278
team3,team26,0.4831669347821311
team3,team27,0.5104931548345417
team3,team28,0.5950486459096999
team3,team29,0.4664197827035696
team3,team30,0.5198736346862946
team3,team31,0.467135726885851
team3,team32,0.5686615779323176
team3,team33,0.5070647224820836
team3,team34,0.4947872988167683
team3,team35,0.56470699343698
team3,team36,0.49059022089139165
team3,team37,0.5712310877339333
team3,team38,0.5168159590334199
team3,team39,0.5661860918080872
team3,team40,0.5428922622312631
team3,team41,0.5005516640511468
team3,team42,0.5715282972810781
team3,team43,0.5655769796649974
team3,team44,0.5619383675339129
team3,team45,0.5513684629039111
team3,team46,0.5156980982647255
team3,team47,0.5647487933309514
team3,team48,0.580782128997893
team3,team49,0.5021435903668496
team3,team50,0.49105456968474737
team3,team51,0.5468349518004632
team3,team52,0.5343202601052417
team3,team53,0.47575710722397985
team3,team54,0.5999104263281039
team3,team55,0.5034255196542493
team3,team56,0.5654764076735399
team3,team57,0.5072692944134127
team3,team58,0.5606035686734341
team3,team59,0.4631448563154539
team3,team60,0.5347694122160941
team3,team61,0.5072796576943316
team3,team62,0.5480226968008877
team3,team63,0.5255320096289817
team3,team64,0.5814728407289683
team3,team65,0.5171627391310031
team3,team66,0.4575704016504891
team3,team67,0.5774301597300735
team3,team68,0.5195064512621925
team4,team5,0.512728035700752
team4,team6,0.5108525085344277
team4,team7,0.5419553056576735
team4,team8,0.5519125894810126
team4,team9,0.5213695022583563
team4,team10,0.49315883370093094
team4,team11,0.5211182544638411
team4,team12,0.5815568031860117
team4,team13,0.513077541086019
team4,team14,0.49684480780691864
team4,team15,0.593974189220919
team4,team16,0.4772430535159239
team4,team17,0.5438461288898417
team4,team18,0.5750893404938556
team4,team19,0.5189864264245153
team4,team20,0.4988522712408485
team4,team21,0.5474163175455022
team4,team22,0.4509782957646759
team4,team23,0.5243300382097562
team4,team24,0.5702490128287624
team4,team25,0.4990295647935387
team4,team26,0.4812060828263996
team4,team27,0.5085305213696967
team4,team28,0.5931548448981525
team4,team29,0.46446581723947766
team4,team30,0.5179130940297539
team4,team31,0.46518137694676004
team4,team32,0.5667342261351306
team4,team33,0.5051016690972305
team4,team34,0.49282425613706354
team4,team35,0.5627755574312764
team4,team36,0.48862772484843947
team4,team37,0.5693065215314151
team4,team38,0.5148545843185348
team4,team39,0.5642561545832904
team4,team40,0.5409427172598852
team4,team41,0.49858832150100996
team4,team42,0.5696040599843661
team4,team43,0.5636464210545287
team4,team44,0.5600042185566252
team4,team45,0.5494250652477992
team4,team46,0.5137364552963851
team4,team47,0.562817399208839
team4,team48,0.5788688277358103
team4,team49,0.5001802569671906
team4,team50,0.4890919995545937
team4,team51,0.5448881257158014
team4,team52,0.5323656471473226
team4,team53,0.4737987591868946
team4,team54,0.5980240025769277
team4,team55,0.5014622225564846
team4,team56,0.5635457470259552
team4,team57,0.5053062609045642
team4,team58,0.558668154806488
team4,team59,0.4611927521030871
team4,team60,0.5328150361314925
team4,team61,0.5053166252098645
team4,team62,0.5460767376941783
team4,team63,0.5235733999372848
team4,team64,0.5795604097807726
team4,team65,0.5152014516233387
team4,team66,0.45562185264986016
team4,team67,0.5755127415228617
team4,team68,0.5175458026854309
team5,team6,0.4981234359861493
team5,team7,0.5292898340533393
team5,team8,0.5392883922611644
team5,team9,0.5086508784291591
team5,team10,0.4804376115494721
team5,team11,0.5083992494310267
team5,team12,0.5691157520958862
team5,team13,0.5003497382429615
team5,team14,0.48411932313991257
team5,team15,0.5816367385642175
team5,team16,0.46455608331104753
team5,team17,0.531187713533719
team5,team18,0.5626006244278263
team5,team19,0.5062644461858535
team5,team20,0.4861250462998516
team5,team21,0.5347722243006562
team5,team22,0.43840399138263014
team5,team23,0.5116163916680764
team5,team24,0.557727440923733
team5,team25,0.4863022058588227
team5,team26,0.4685081797147225
team5,team27,0.4958006618664851
team5,team28,0.5808100681392055
team5,team29,0.451824936077193
team5,team30,0.5051897913876154
team5,team31,0.45253747761846386
team5,team32,0.5541903064686421
team5,team33,0.4923716520329827
team5,team34,0.48010348927824054
team5,team35,0.5502079883765335
team5,team36,0.47591363483750115
team5,team37,0.5567788324119222
team5,team38,0.5021281580984615
team5,team39,0.5516972421980004
team5,team40,0.5282736173906137
team5,team41,0.4858613019707868
team5,team42,0.5570782921618803
team5,team43,0.5510839164341077
team5,team44,0.5474210514814591
team5,team45,0.536789604552671
team5,team46,0.5010091253298279
team5,team47,0.5502500716994454
team5,team48,0.5664074432221854
team5,team49,0.48745210611104794
team5,team50,0.4763770828332453
team5,team51,0.5322337554495532
team5,team52,0.5196700237993085
team5,team53,0.46112258445446447
team5,team54,0.5857237810078435
team5,team55,0.4887333481111443
team5,team56,0.5509826529606944
team5,team57,0.4925762196464401
team5,team58,0.546077749725935
team5,team59,0.44856633698392206
team5,team60,0.5201206156174115
team5,team61,0.4925865828395588
team5,team62,0.5334271175134736
team5,team63,0.510858396182897
team5,team64,0.5671041856868836
team5,team65,0.5024753316770121
team5,team66,0.4430225510323961
team5,team67,0.5630270141536728
team5,team68,0.5048220745168989
team6,team7,0.5311595474227522
team6,team8,0.5411528199490527
team6,team9,0.5105267588804628
team6,team10,0.48231157819021503
team6,team11,0.5102751656273639
team6,team12,0.5709555043562794
team6,team13,0.5022262964122837
team6,team14,0.4859942176025001
team6,team15,0.5834621581140796
team6,team16,0.46642371431667906
team6,team17,0.5330565389138446
team6,team18,0.5644469050783913
team6,team19,0.5081406274067498
team6,team20,0.488000360563792
team6,team21,0.5366392251389608
team6,team22,0.44025293101574464
team6,team23,0.5134917792580006
team6,team24,0.5595781886983919
team6,team25,0.48817755429885296
team6,team26,0.4703777414512366
team6,team27,0.4976771526611511
team6,team28,0.5826365064131283
team6,team29,0.45368475183197426
team6,team30,0.5070660801359336
team6,team31,0.45439779512421363
team6,team32,0.55604407364112
team6,team33,0.4942478866789086
team6,team34,0.4819773616416173
team6,team35,0.5520649304709042
team6,team36,0.4777861826281722
team6,team37,0.5586304083536002
team6,team38,0.5040046581399024
team6,team39,0.5535530248139816
team6,team40,0.530143784018972
team6,team41,0.4877365644823194
team6,team42,0.558929608122434
team6,team43,0.552940180590924
team6,team44,0.5492800740284968
team6,team45,0.5386554937671871
team6,team46,0.5028856674854598
team6,team47,0.5521069814859008
team6,team48,0.5682499865783571
team6,team49,0.4893276649221562
team6,team50,0.4782497901071635
team6,team51,0.5341020683035367
team6,team52,0.5215434069671392
team6,team53,0.4629883475859364
team6,team54,0.5875440135436351
team6,team55,0.49060911793458684
team6,team56,0.5528389960800318
team6,team57,0.4944524745255641
team6,team58,0.5479377334493849
team6,team59,0.45042376088871444
team6,team60,0.5219938578880664
team6,team61,0.49446283872695496
team6,team62,0.5352948256142778
team6,team63,0.5127339223069227
team6,team64,0.5689460215069553
team6,team65,0.5043518148320832
team6,team66,0.4448755390131874
team6,team67,0.5648728870053562
team6,team68,0.5066983960774402
team7,team8,0.5100447944161928
team7,team9,0.47934010492810425
team7,team10,0.4512594866801782
team7,team11,0.4790888377382585
team7,team12,0.5401510433499748
team7,team13,0.4710587183176998
team7,team14,0.4549133758869408
team7,team15,0.552852411725267
team7,team16,0.43553395005818946
team7,team17,0.5019048396345239
team7,team18,0.5335569050247797
team7,team19,0.47695770050508424
team7,team20,0.45690526619963473
team7,team21,0.5055048162672107
team7,team22,0.40976534003752274
team7,team23,0.48230247183217817
team7,team24,0.5286312488436423
team7,team25,0.45708124886748713
team7,team26,0.4394417788977046
team7,team27,0.4665272961045765
team7,team28,0.5520126720656107
team7,team29,0.42296987227487487
team7,team30,0.4758852948094534
team7,team31,0.4236720785296149
team7,team32,0.5250595731476565
team7,team33,0.46311478348476515
team7,team34,0.45092804499394795
team7,team35,0.5210419299958663
team7,team36,0.4467740014943365
team7,team37,0.527673084429386
team7,team38,0.47283155003795385
team7,team39,0.52254395268598
team7,team40,0.49898040591325893
team7,team41,0.4566432874652659
team7,team42,0.5279755376576367
team7,team43,0.5219253044010587
team7,team44,0.5182325139741089
team7,team45,0.507532236288019
team7,team46,0.4717159472966704
team7,team47,0.5210843669023659
team7,team48,0.5374086579534918
team7,team49,0.4582236875366023
team7,team50,0.44723328832119963
team7,team51,0.5029550812172636
team7,team52,0.4903579694268379
team7,team53,0.4321418343163101
team7,team54,0.5570064825135936
team7,team55,0.459496977782107
team7,team56,0.5218231707528228
team7,team57,0.46331829006708525
team7,team58,0.5168790361122038
team7,team59,0.41976002371721965
team7,team60,0.4908091157274169
team7,team61,0.4633285997687936
team7,team62,0.5041535500034416
team7,team63,0.4815450844782909
team7,team64,0.5381139993936929
team7,team65,0.4731777189417891
team7,team66,0.41430477035144647
team7,team67,0.5339881555452934
team7,team68,0.47551840956334723
team8,team9,0.4693207772609123
team8,team10,0.44132958968170294
team8,team11,0.4690700304753437
team8,team12,0.5301548958945259
team8,team13,0.4610592056939853
team8,team14,0.44496827383550436
team8,team15,0.5428987155818339
team8,team16,0.42568165449093864
team8,team17,0.49185942218010237
team8,team18,0.5235438545251025
team8,team19,0.46694351046935706
team8,team20,0.4469523244154258
team8,team21,0.4954590174810871
team8,team22,0.40008280086569936
team8,team23,0.4722773901911493
team8,team24,0.5186078605386898
team8,team25,0.4471276296882643
team8,team26,0.42956835731239246
team8,team27,0.45654095001315487
team8,team28,0.5420557669010126
team8,team29,0.41319374384539254
team8,team30,0.465873565803317
team8,team31,0.41389136149335515
team8,team32,0.5150299119446201
team8,team33,0.4531394372504794
team8,team34,0.4409995799830046
team8,team35,0.5110064409470364
team8,team36,0.43686422777904405
team8,team37,0.517647912405378
team8,team38,0.4628273335266978
team8,team39,0.5125104902403235
team8,team40,0.48893606474723816
team8,team41,0.44669135867765597
team8,team42,0.5179509206883849
team8,team43,0.5118909852377354
team8,team44,0.508193722011696
team8,team45,0.49748668124340023
team8,team46,0.4617146614869065
team8,team47,0.5110489326173244
team8,team48,0.5274050546804586
team8,team49,0.4482657310505686
team8,team50,0.4373213802934778
team8,team51,0.4929094449200859
team8,team52,0.4803207989074952
team8,team53,0.42230886364095294
team8,team54,0.5470694995429494
team8,team55,0.4495343101257116
team8,team56,0.5117887131171205
team8,team57,0.45334226173573483
team8,team58,0.5068388797270666
team8,team59,0.4100053698524096
team8,team60,0.48077142208224366
team8,team61,0.45335253697035416
team8,team62,0.4941077722556123
team8,team63,0.4715214070336032
team8,team64,0.528112255781074
team8,team65,0.46317261329698267
team8,team66,0.4045884933863746
team8,team67,0.5239761032827215
team8,team68,0.4655075436577569
team9,team10,0.4718058185336219
team9,team11,0.49974829784626174
team9,team12,0.5606098310403804
team9,team13,0.49169875935075946
team9,team14,0.47548191806414847
team9,team15,0.5731926232942663
team9,team16,0.45595922019618956
team9,team17,0.5225611832344238
team9,team18,0.5540668657278788
team9,team19,0.4976130503332003
team9,team20,0.4774849778315586
team9,team21,0.5261528140132588
team9,team22,0.42990252140611784
team9,team23,0.5029667057596044
team9,team24,0.5491747926980223
team9,team25,0.4776619154987114
team9,team26,0.45990099827588615
team9,team27,0.4871516504548282
team9,team28,0.5723615351609578
team9,team29,0.44326863034379543
team9,team30,0.49653829128743665
team9,team31,0.4439786070469283
team9,team32,0.5456249828673332
team9,team33,0.4837250696588341
team9,team34,0.47147225189502917
team9,team35,0.5416294357974105
team9,team36,0.4672900192897534
team9,team37,0.5482226993918453
team9,team38,0.49347679928939975
team9,team39,0.543123507680369
team9,team40,0.5196419559933344
team9,team41,0.47722156785837355
team9,team42,0.5485232524679795
team9,team43,0.5425081789904397
team9,team44,0.5388338969532064
team9,team45,0.5281745937784508
team9,team46,0.49235798004681747
team9,team47,0.5416716531511517
team9,team48,0.5578895910715417
team9,team49,0.47881042821977104
team9,team50,0.4677525646166834
team9,team51,0.523609210762382
team9,team52,0.511026650681309
team9,team53,0.4525355597081509
team9,team54,0.5773022075206194
team9,team55,0.48009023181855365
team9,team56,0.5424065873394567
team9,team57,0.4839294695579323
team9,team58,0.5374866419496804
team9,team59,0.4400222061603819
team9,team60,0.5114777284878284
team9,team61,0.4839398243317993
team9,team62,0.5248049308416387
team9,team63,0.5022083475152768
team9,team64,0.5585893541172902
team9,team65,0.4938239242350109
team9,team66,0.434500812107935
team9,team67,0.554494986901274
team9,team68,0.49617055710413444
team10,team11,0.5279432725144194
team10,team12,0.5882011244546262
team10,team13,0.5199115817759895
team10,team14,0.5036862923833401
team10,team15,0.6005567665321261
team10,team16,0.4840743023061875
team10,team17,0.5506265516986195
team10,team18,0.5817625016409664
team10,team19,0.5258141807800364
team10,team20,0.5056936163605407
team10,team21,0.5541871742706886
team10,team22,0.45776280244611817
team10,team23,0.5311504650478572
team10,team24,0.5769422698696465
team10,team25,0.5058708869977372
team10,team26,0.48804109879112095
team10,team27,0.5153681002184239
team10,team28,0.599741754390108
team10,team29,0.47127905583773155
team10,team30,0.524742132086499
team10,team31,0.47199586090314927
team10,team32,0.5734412769298908
team10,team33,0.5119411683439189
team10,team34,0.4996653567249672
team10,team35,0.5694973389697913
team10,team36,0.4954674806342714
team10,team37,0.5760035433288052
team10,team38,0.5216869350796076
team10,team39,0.570972526471243
team10,team40,0.5477304071863597
team10,team41,0.5054296975498898
team10,team42,0.5762998984926053
team10,team43,0.5703650351751214
team10,team44,0.5667358049741703
team10,team45,0.5561902342346794
team10,team46,0.520569889507689
team10,team47,0.5695390295087757
team10,team48,0.5855254114612862
team10,team49,0.5070213886320557
team10,team50,0.49593195156650793
team10,team51,0.5516658283704627
team10,team52,0.5391721196754574
team10,team53,0.480626034581709
team10,team54,0.604584631686244
team10,team55,0.5083030566234334
team10,team56,0.5702647294184554
team10,team57,0.5121456636040503
team10,team58,0.5654043187613957
team10,team59,0.46799993601914336
team10,team60,0.5396206242005023
team10,team61,0.5121560229574911
team10,team62,0.5528512651806704
team10,team63,0.530394959110938
team10,team64,0.5862138760588869
team10,team65,0.5220334523888431
team10,team66,0.4624173788714871
team10,team67,0.5821840842008901
team10,team68,0.5243752655659754
team11,team12,0.5608578194978259
team11,team13,0.49195039422781967
team11,team14,0.47573302118712363
team11,team15,0.5734389136636848
team11,team16,0.4562089806282552
team11,team17,0.5228123672099483
team11,team18,0.5543156112120703
team11,team19,0.49786474735549613
team11,team20,0.4777361753018323
team11,team21,0.5264038209311974
team11,team22,0.4301492938640591
team11,team23,0.5032183983002928
team11,team24,0.5494240478866758
team11,team25,0.4779131209146535
team11,team26,0.460151091648684
team11,team27,0.4874031896583818
team11,team28,0.5726079475195321
team11,team29,0.44351710632841507
team11,team30,0.4967899822533701
team11,team31,0.44422716345534763
team11,team32,0.5458745777436342
team11,team33,0.48397650925581787
team11,team34,0.47172314188134173
team11,team35,0.5418793826658349
team11,team36,0.46754065246984966
team11,team37,0.548472048177758
team11,team38,0.49372846025408157
team11,team39,0.5433733266892192
team11,team40,0.5198932647440258
team11,team41,0.47747275338301226
team11,team42,0.5487725719046035
team11,team43,0.542758051202171
team11,team44,0.5390840709861336
team11,team45,0.5284254896027059
team11,team46,0.4926096253386323
team11,team47,0.5419215964684054
team11,team48,0.5581379047308141
team11,team49,0.47906168367874746
team11,team50,0.4680032279313588
team11,team51,0.5238603457567327
team11,team52,0.5112782276272442
team11,team53,0.4527850055702724
team11,team54,0.5775478742374185
team11,team55,0.4803415399120482
team11,team56,0.5426564682617405
team11,team57,0.4841809157597023
team11,team58,0.5377369198413425
team11,team59,0.440270301467015
team11,team60,0.5117292950992879
team11,team61,0.4841912708659246
team11,team62,0.5250560072512104
team11,team63,0.5024600441993937
team11,team64,0.5588375855438539
team11,team65,0.49407558955001674
team11,team66,0.43474821122289364
team11,team67,0.5547436854867444
team11,team68,0.4964222454637824
team12,team13,0.4312273365397852
team12,team14,0.41537510982893583
team12,team15,0.5128101046155672
team12,team16,0.3964549619847041
team12,team17,0.4617420922266548
team12,team18,0.4933701307969936
team12,team19,0.4370396538447517
team12,team20,0.41732642272491366
team12,team21,0.46532311520592684
team12,team22,0.37147686209583763
team12,team23,0.44231538528278896
team12,team24,0.48842698934127743
team12,team25,0.41749888000783253
team12,team26,0.40026078943919985
team12,team27,0.42676992707715344
team12,team28,0.5119615489430102
team12,team29,0.3842508038984466
team12,team30,0.4359821874728225
team12,team31,0.38493161055188274
team12,team32,0.4848475461404302
team12,team33,0.42341740925348803
team12,team34,0.4114746838925079
team12,team35,0.4808260899166684
team12,team36,0.4074144091700887
team12,team37,0.487466336303418
team12,team38,0.43297297018104786
team12,team39,0.48232892852004744
team12,team40,0.4588361031952463
team12,team41,0.41706971003076865
team12,team42,0.4877695430099369
team12,team43,0.481709856051518
team12,team44,0.47801709990399016
team12,team45,0.467341685895169
team12,team46,0.4318743671480895
team12,team47,0.48086853988821265
team12,team48,0.4972410388016387
team12,team49,0.418618668174098
team12,team50,0.4078630644175511
team12,team51,0.4627863763419271
team12,team52,0.4502839139393379
team12,team53,0.3931552179469318
team12,team54,0.5170111847080213
team12,team55,0.41986719467698325
team12,team56,0.4816076642468931
team12,team57,0.42361723558589565
team12,team58,0.47666473450611685
team12,team59,0.3811407052489589
team12,team60,0.45073079836865415
team12,team61,0.42362735919068517
team12,team62,0.46397847750755794
team12,team63,0.44156723213900156
team12,team64,0.49795040995505907
team12,team65,0.4333139438026619
team12,team66,0.375862236471236
team12,team67,0.49380328656983336
team12,team68,0.4356204964807312
team13,team14,0.4837699454690375
team13,team15,0.5812962848413502
team13,team16,0.4642081197860101
team13,team17,0.5308393208147819
team13,team18,0.5622563383042104
team13,team19,0.5059147597778688
team13,team20,0.48577558415860117
team13,team21,0.5344241606108849
team13,team22,0.4380595905397538
team13,team23,0.5112668365200601
team13,team24,0.5573823367620914
team13,team25,0.4859527367975232
team13,team26,0.4681598442081509
team13,team27,0.49545095034771897
team13,team28,0.5804694269235143
team13,team29,0.45147846792584706
team13,team30,0.5048400882850215
team13,team31,0.4521909137954027
team13,team32,0.5538446501719333
team13,team33,0.49202199892885573
team13,team34,0.4797543145594132
team13,team35,0.5498617523539764
team13,team36,0.475564719958213
team13,team37,0.5564335767396735
team13,team38,0.5017784251502151
team13,team39,0.5513512177783559
team13,team40,0.5279249836774073
team13,team41,0.4855118502943515
team13,team42,0.5567330840469685
team13,team43,0.5507378041174128
team13,team44,0.5470744361481604
team13,team45,0.5364417418541636
